

gen best mean std sigma_prime mutation_r crossover_r
36 65.838793 49.600761 13.404125 0.038036 0.1 0.5
37 74.394702 50.035506 13.133879 0.0388 0.1 0.5
38 84.270651 52.344856 13.202277 0.041231 0.1 0.5
39 83.418594 51.449099 10.845119 0.044122 0.1 0.5
40 83.418594 56.885071 9.553148 0.041928 0.1 0.5
41 84.239585 55.625258 13.861853 0.046631 0.1 0.5
42 74.329234 56.072613 6.890131 0.047959 0.1 0.5
43 74.329234 58.33581 12.812302 0.052591 0.1 0.5
44 87.38706 60.679081 12.807082 0.056668 0.1 0.5
45 85.440644 59.694151 15.2902 0.059904 0.1 0.5
46 88.359955 61.164372 15.408085 0.059989 0.1 0.5
47 65.855814 61.074058 11.806633 0.06067 0.1 0.5
48 65.765589 54.19545 12.052962 0.068209 0.1 0.5
49 65.857963 57.798859 11.207579 0.070897 0.1 0.5
50 74.652611 60.198128 9.840788 0.075717 0.1 0.5
51 87.525587 62.525878 10.847572 0.072632 0.1 0.5
52 87.525587 57.419849 12.575499 0.06694 0.1 0.5
53 65.7894 59.134584 12.052242 0.065904 0.1 0.5
54 65.7894 60.381107 9.353236 0.062884 0.1 0.5
55 65.7894 62.31504 10.637476 0.063159 0.1 0.5
56 65.77941 58.242771 13.481765 0.056984 0.1 0.5
57 65.77941 61.250707 10.285993 0.058263 0.1 0.5
58 65.775442 60.559684 9.531288 0.064759 0.1 0.5
59 65.77941 60.891968 12.861167 0.067694 0.1 0.5
60 65.77941 61.347859 12.573068 0.074889 0.1 0.5
61 74.652611 61.513616 11.526484 0.07066 0.1 0.5
62 65.77941 63.02886 7.035058 0.067081 0.1 0.5
63 65.77941 62.846832 8.008522 0.069969 0.1 0.5
64 65.77941 61.781244 11.404433 0.067229 0.1 0.5
65 65.77941 61.518622 11.668977 0.071617 0.1 0.5
66 65.77941 62.665229 11.192477 0.068918 0.1 0.5
67 65.77941 62.849899 8.320895 0.065048 0.1 0.5
68 65.77941 63.202499 8.904525 0.0624 0.1 0.5
69 65.77941 63.113479 8.916256 0.070734 0.1 0.5
70 65.777424 63.196213 7.439811 0.075885 0.1 0.5
71 65.77941 62.929985 11.491993 0.081919 0.1 0.5
72 65.77941 62.402892 11.292978 0.087136 0.1 0.5
73 65.77941 61.165419 13.015487 0.084765 0.1 0.5
74 65.77941 62.854204 8.654007 0.080124 0.1 0.5
75 65.77941 61.881162 10.655109 0.076286 0.1 0.5
76 65.77941 61.791145 9.291664 0.085564 0.1 0.5
77 65.899681 63.202347 6.545153 0.096661 0.1 0.5
78 65.899681 62.87008 9.977217 0.09654 0.1 0.5
79 65.77941 61.156165 13.505391 0.092292 0.1 0.5
80 65.77941 62.771243 8.409134 0.097457 0.1 0.5
81 65.77941 56.219177 15.24434 0.086461 0.1 0.5
82 65.77941 61.606319 11.924407 0.084516 0.1 0.5
83 65.77941 62.579841 8.281554 0.08791 0.1 0.5
84 65.77941 62.222398 12.189934 0.087938 0.1 0.5
85 65.785392 60.976728 11.75004 0.089831 0.1 0.5
86 65.785392 62.658612 10.004022 0.096904 0.1 0.5
87 65.785392 63.379057 7.926976 0.106556 0.1 0.5
88 65.77941 62.490078 8.846829 0.113865 0.1 0.5
89 65.77941 63.823525 7.81109 0.112885 0.1 0.5
90 65.77941 63.911906 6.313559 0.124289 0.1 0.5
91 65.7894 59.826402 14.25516 0.123537 0.1 0.5
92 65.77941 63.736356 8.589335 0.12085 0.1 0.5
93 65.77941 64.183521 7.951806 0.11108 0.1 0.5
94 65.77941 63.64625 6.650312 0.116174 0.1 0.5
95 65.77941 62.762393 10.811025 0.114097 0.1 0.5
96 65.77941 63.743242 7.261958 0.12139 0.1 0.5
97 65.77941 64.090264 7.290999 0.112855 0.1 0.5
98 65.77941 61.96241 13.602717 0.123489 0.1 0.5
99 65.868774 61.080283 13.079166 0.125821 0.1 0.5

gen best mean std sigma_prime mutation_r crossover_r
0 64.995118 -0.900842 10.276717 0.05 0.1 0.5
0 64.995118 28.187828 18.517351 0.050771 0.1 0.5
1 59.56678 18.209105 9.756932 0.048926 0.1 0.5
2 59.56678 25.331601 12.155875 0.050428 0.1 0.5
3 39.2699 22.052317 9.024389 0.051315 0.1 0.5
4 55.905765 24.612117 5.451997 0.049912 0.1 0.5
5 64.955095 31.097971 12.825448 0.048716 0.1 0.5
6 74.145645 24.843705 7.830586 0.045439 0.1 0.5
7 74.145645 35.658225 16.26067 0.047503 0.1 0.5
8 38.954995 21.692628 5.01617 0.045442 0.1 0.5
9 47.79141 29.916449 8.507816 0.045231 0.1 0.5
10 74.573512 27.919874 9.591199 0.042111 0.1 0.5
11 74.573512 32.27561 14.283053 0.043557 0.1 0.5
12 87.069304 40.416675 21.512343 0.042601 0.1 0.5
13 56.729012 29.451922 10.186141 0.046277 0.1 0.5
14 56.049185 30.612727 8.888777 0.04721 0.1 0.5
15 83.991496 28.713029 14.385175 0.051439 0.1 0.5
16 85.935967 39.266978 24.733286 0.052435 0.1 0.5
17 84.865269 39.365336 20.578108 0.050336 0.1 0.5
18 84.865269 38.998577 25.972764 0.05357 0.1 0.5
19 84.865269 36.670874 24.130498 0.053854 0.1 0.5
20 84.804135 31.525771 13.032291 0.05039 0.1 0.5
21 84.804135 46.007822 20.754546 0.048245 0.1 0.5
22 83.849249 38.58389 20.070341 0.046857 0.1 0.5
23 85.106263 46.223872 23.221979 0.050466 0.1 0.5
24 85.157119 43.09478 22.931616 0.044998 0.1 0.5
25 84.468046 31.463484 12.640649 0.049298 0.1 0.5
26 85.353043 45.840072 23.929482 0.046385 0.1 0.5
27 87.574316 53.899421 21.107422 0.049045 0.1 0.5
28 84.233455 56.874009 19.434127 0.048327 0.1 0.5
29 88.233283 59.126644 15.88602 0.046869 0.1 0.5
30 88.233283 71.633896 18.818281 0.052262 0.1 0.5
31 87.938704 72.35571 23.702262 0.055469 0.1 0.5
32 87.518291 69.375716 19.971412 0.049464 0.1 0.5
33 87.341989 77.253083 20.209529 0.049271 0.1 0.5
34 87.341989 76.003571 19.801394 0.049888 0.1 0.5
35 87.340706 80.224167 14.239379 0.052837 0.1 0.5
36 88.427271 75.790598 19.555326 0.057948 0.1 0.5
37 88.427271 80.36992 16.076436 0.059575 0.1 0.5
38 88.410502 77.566748 19.794445 0.057542 0.1 0.5
39 88.443068 74.523055 16.867641 0.051838 0.1 0.5
40 88.140745 79.487894 13.41692 0.052134 0.1 0.5
41 88.685802 79.335592 14.488227 0.050063 0.1 0.5
42 89.099585 78.091929 20.591177 0.050155 0.1 0.5
43 88.054316 80.358692 16.629318 0.047707 0.1 0.5
44 88.291772 80.889696 15.286762 0.049966 0.1 0.5
45 88.799585 81.567694 15.31073 0.049391 0.1 0.5
46 89.133043 83.271218 12.921194 0.045108 0.1 0.5
47 89.133043 85.942557 8.520391 0.046578 0.1 0.5
48 88.951772 82.952698 13.67231 0.04528 0.1 0.5
49 88.831772 81.173601 16.625493 0.046098 0.1 0.5
50 88.770502 78.993658 22.388683 0.045567 0.1 0.5
51 88.530502 80.655633 18.321117 0.045243 0.1 0.5
52 88.200745 79.708697 18.618729 0.047654 0.1 0.5
53 88.233043 83.540722 12.65138 0.045637 0.1 0.5
54 89.039585 81.795412 13.120513 0.044494 0.1 0.5
55 89.399585 82.819052 11.441378 0.046146 0.1 0.5
56 88.799585 80.20842 18.526291 0.047352 0.1 0.5
57 88.474316 83.009748 11.468768 0.049138 0.1 0.5
58 88.610409 83.238491 11.424295 0.043679 0.1 0.5
59 89.219585 82.620076 13.230557 0.043159 0.1 0.5
60 88.593043 82.632317 11.761784 0.041031 0.1 0.5
61 89.219585 81.752458 16.753758 0.033834 0.1 0.5
62 88.913468 82.846547 13.501912 0.031986 0.1 0.5
63 88.859585 83.776419 11.484799 0.032146 0.1 0.5
64 88.859585 82.418155 17.187027 0.031209 0.1 0.5
65 88.859585 83.808271 13.409214 0.029032 0.1 0.5
66 88.605891 83.591437 13.941856 0.030006 0.1 0.5
67 88.905891 83.593596 13.892415 0.030523 0.1 0.5
68 88.774316 82.602938 11.817626 0.031032 0.1 0.5
69 88.774316 81.110478 11.681888 0.031105 0.1 0.5
70 88.799585 85.609348 6.980018 0.030935 0.1 0.5
71 89.399585 83.740773 8.593075 0.03098 0.1 0.5
72 88.49449 81.182432 18.344776 0.02969 0.1 0.5
73 88.200745 86.450875 3.078261 0.031847 0.1 0.5
74 88.918427 83.658664 14.636764 0.031265 0.1 0.5
75 88.918427 84.192311 11.908925 0.0355 0.1 0.5
76 88.319585 82.554038 14.207259 0.034302 0.1 0.5
77 87.541905 82.046502 15.756345 0.035621 0.1 0.5
78 87.720745 82.438216 16.05633 0.037591 0.1 0.5
79 87.930502 83.559186 9.308938 0.036672 0.1 0.5
80 88.171772 80.910312 17.097391 0.035435 0.1 0.5
81 87.82456 82.721802 15.700825 0.036753 0.1 0.5
82 88.277605 80.05733 19.24499 0.03639 0.1 0.5
83 88.277605 85.495188 9.879756 0.040152 0.1 0.5
84 87.605396 83.954569 12.649332 0.042252 0.1 0.5
85 87.823273 85.33886 5.898419 0.040196 0.1 0.5
86 87.583273 85.807569 5.818051 0.041617 0.1 0.5
87 87.583273 81.839875 15.338203 0.043156 0.1 0.5
88 88.253468 85.329544 7.985192 0.038861 0.1 0.5
89 88.414316 83.290179 13.962324 0.039075 0.1 0.5
90 88.534316 85.970836 6.936747 0.037762 0.1 0.5
91 88.315513 85.108338 12.028208 0.037398 0.1 0.5
92 90.063264 86.087903 5.959444 0.04328 0.1 0.5
93 89.159585 81.885846 17.127282 0.043656 0.1 0.5
94 88.793468 83.923427 11.478208 0.039633 0.1 0.5
95 89.223264 84.853986 9.643174 0.042685 0.1 0.5
96 89.223264 80.828894 18.304517 0.038178 0.1 0.5
97 89.223264 83.686205 13.089497 0.041757 0.1 0.5
98 89.463264 84.893509 11.171961 0.045199 0.1 0.5
99 89.403264 81.21967 14.499787 0.044042 0.1 0.5
